mapped_name,id,oscn_id,full_name,name
EDMOND POLICE DEPARTMENT,386278,17005887,EDMOND PD,arresting agency
EDMOND POLICE DEPARTMENT,264391,16658272,EDMOND PD,arresting agency
EDMOND POLICE DEPARTMENT,256285,17054136,EDMOND PD,arresting agency
EDMOND POLICE DEPARTMENT,385988,16599261,EDMOND PD,arresting agency
EDMOND POLICE DEPARTMENT,385930,16599364,EDMOND PD,arresting agency
EDMOND POLICE DEPARTMENT,385801,16597466,EDMOND PD,arresting agency
EDMOND POLICE DEPARTMENT,385639,16594952,EDMOND PD,arresting agency
EDMOND POLICE DEPARTMENT,264849,16740020,EDMOND PD,arresting agency
EDMOND POLICE DEPARTMENT,444223,16952172,EDMOND PD,arresting agency
EDMOND POLICE DEPARTMENT,384766,16988702,EDMOND PD,arresting agency
EDMOND POLICE DEPARTMENT,383407,17405281,EDMOND PD,arresting agency
EDMOND POLICE DEPARTMENT,383355,17404933,EDMOND PD,arresting agency
EDMOND POLICE DEPARTMENT,265335,16743743,EDMOND PD,arresting agency
EDMOND POLICE DEPARTMENT,443359,16950393,EDMOND PD,arresting agency
EDMOND POLICE DEPARTMENT,265375,16743751,EDMOND PD,arresting agency
EDMOND POLICE DEPARTMENT,411631,17745128,EDMOND PD,arresting agency
EDMOND POLICE DEPARTMENT,443151,17007654,EDMOND PD,arresting agency
EDMOND POLICE DEPARTMENT,411559,17745070,EDMOND PD,arresting agency
EDMOND POLICE DEPARTMENT,265753,16440118,EDMOND PD,arresting agency
EDMOND POLICE DEPARTMENT,411498,17741827,EDMOND PD,arresting agency
EDMOND POLICE DEPARTMENT,382946,16565529,EDMOND PD,arresting agency
EDMOND POLICE DEPARTMENT,442811,17011736,EDMOND PD,arresting agency
EDMOND POLICE DEPARTMENT,442806,17005664,EDMOND PD,arresting agency
EDMOND POLICE DEPARTMENT,266686,16769318,EDMOND PD,arresting agency
EDMOND POLICE DEPARTMENT,442628,16688955,EDMOND PD,arresting agency
EDMOND POLICE DEPARTMENT,382590,16562023,EDMOND PD,arresting agency
EDMOND POLICE DEPARTMENT,382489,16892297,EDMOND PD,arresting agency
EDMOND POLICE DEPARTMENT,274389,15917344,EDMOND PD,arresting agency
EDMOND POLICE DEPARTMENT,382486,16892258,EDMOND PD,arresting agency
EDMOND POLICE DEPARTMENT,267031,16413507,EDMOND PD,arresting agency
EDMOND POLICE DEPARTMENT,382482,16892014,EDMOND PD,arresting agency
EDMOND POLICE DEPARTMENT,267930,16773087,EDMOND PD,arresting agency
EDMOND POLICE DEPARTMENT,382459,16892239,EDMOND PD,arresting agency
EDMOND POLICE DEPARTMENT,382422,17392870,EDMOND PD,arresting agency
EDMOND POLICE DEPARTMENT,382059,16954988,EDMOND PD,arresting agency
EDMOND POLICE DEPARTMENT,268489,17651738,EDMOND PD,arresting agency
EDMOND POLICE DEPARTMENT,382011,16558141,EDMOND PD,arresting agency
EDMOND POLICE DEPARTMENT,441492,17639061,EDMOND PD,arresting agency
EDMOND POLICE DEPARTMENT,231143,16435910,EDMOND PD,arresting agency
EDMOND POLICE DEPARTMENT,245589,17468028,EDMOND PD,arresting agency
EDMOND POLICE DEPARTMENT,245593,17468295,EDMOND PD,arresting agency
EDMOND POLICE DEPARTMENT,381910,16953565,EDMOND PD,arresting agency
EDMOND POLICE DEPARTMENT,231156,16435921,EDMOND PD,arresting agency
EDMOND POLICE DEPARTMENT,245633,16926145,EDMOND PD,arresting agency
EDMOND POLICE DEPARTMENT,310177,17592740,EDMOND PD,arresting agency
EDMOND POLICE DEPARTMENT,381646,16950567,EDMOND PD,arresting agency
EDMOND POLICE DEPARTMENT,411412,17739514,EDMOND PD,arresting agency
EDMOND POLICE DEPARTMENT,411393,17739454,EDMOND PD,arresting agency
EDMOND POLICE DEPARTMENT,269859,17705401,EDMOND PD,arresting agency
EDMOND POLICE DEPARTMENT,381351,16949651,EDMOND PD,arresting agency
EDMOND POLICE DEPARTMENT,381338,16949764,EDMOND PD,arresting agency
EDMOND POLICE DEPARTMENT,267027,16413501,EDMOND PD,arresting agency
EDMOND POLICE DEPARTMENT,245716,16927531,EDMOND PD,arresting agency
EDMOND POLICE DEPARTMENT,269956,17719082,EDMOND PD,arresting agency
EDMOND POLICE DEPARTMENT,239277,15890098,EDMOND PD,arresting agency
EDMOND POLICE DEPARTMENT,232229,15905814,EDMOND PD,arresting agency
EDMOND POLICE DEPARTMENT,350214,12596592,EDMOND POLICE DEPARTMENT,arresting agency
EDMOND POLICE DEPARTMENT,457817,12331627,EDMOND POLICE DEPARTMENT,arresting agency
EDMOND POLICE DEPARTMENT,259337,8862779,EDMOND POLICE DEPT,arresting agency
EL RENO POLICE DEPARTMENT,243592,16220505,EL RENO PD,arresting agency
EDMOND POLICE DEPARTMENT,239812,9979987,Edmond Police Department,arresting agency
EDMOND POLICE DEPARTMENT,229719,296068,Edmond Police Department,arresting agency
EDMOND POLICE DEPARTMENT,268250,12782438,Edmond Police Department,arresting agency
EDMOND POLICE DEPARTMENT,273389,17468331,Edmondpd,arresting agency
DRUG ENFORCEMENT ADMINISTRATION,228676,16595250,FEDERAL DRUG ENFORCEMENT,arresting agency
DRUG ENFORCEMENT ADMINISTRATION,370047,16413457,FEDERAL DRUG ENFORCEMENT,arresting agency
DRUG ENFORCEMENT ADMINISTRATION,270725,16670607,FEDERAL DRUG ENFORCEMENT,arresting agency
DRUG ENFORCEMENT ADMINISTRATION,249950,17039632,FEDERAL DRUG ENFORCEMENT,arresting agency
DRUG ENFORCEMENT ADMINISTRATION,245501,16626022,FEDERAL DRUG ENFORCEMENT,arresting agency
DRUG ENFORCEMENT ADMINISTRATION,294190,16802654,FEDERAL DRUG ENFORCEMENT AGENCY,arresting agency
DRUG ENFORCEMENT ADMINISTRATION,391445,16019622,FEDERAL DRUG ENFORCEMENT AGENCY,arresting agency
DRUG ENFORCEMENT ADMINISTRATION,294178,16802628,FEDERAL DRUG ENFORCEMENT AGENCY,arresting agency
DRUG ENFORCEMENT ADMINISTRATION,294192,16802677,FEDERAL DRUG ENFORCEMENT AGENCY,arresting agency
DRUG ENFORCEMENT ADMINISTRATION,382755,16894223,FEDERAL DRUG ENFORCEMENT AGENCY,arresting agency
FOREST PARK POLICE DEPARTMENT,327851,17762644,FOREST PARK PD,arresting agency
FOREST PARK POLICE DEPARTMENT,408821,16269727,FOREST PARK PD,arresting agency
FOREST PARK POLICE DEPARTMENT,245981,17471515,FOREST PARK PD,arresting agency
FOREST PARK POLICE DEPARTMENT,371254,16849464,FOREST PARK PD,arresting agency
FOREST PARK POLICE DEPARTMENT,403294,16772111,FOREST PARK PD,arresting agency
FOREST PARK POLICE DEPARTMENT,404330,17661879,FOREST PARK PD,arresting agency
FOREST PARK POLICE DEPARTMENT,238052,15989208,FOREST PARK PD,arresting agency
FOREST PARK POLICE DEPARTMENT,239151,16597450,FORREST PARK PD,arresting agency
DRUG ENFORCEMENT ADMINISTRATION,236948,13665713,Federal Drug Enforcement Agency,arresting agency
FOREST PARK POLICE DEPARTMENT,292348,16569156,Forrest Park Pd,arresting agency
OTHER,232710,96375,"Foster,  Jack",arresting agency
GARVIN COUNTY SHERIFF,286425,296345,Garvin County Sheriff's Department,arresting agency
HARRAH POLICE DEPARTMENT,289607,16465843,HARRAH PD,arresting agency
HARRAH POLICE DEPARTMENT,315367,17707985,HARRAH PD,arresting agency
HARRAH POLICE DEPARTMENT,388889,16626036,HARRAH PD,arresting agency
HARRAH POLICE DEPARTMENT,271395,16929788,HARRAH PD,arresting agency
HARRAH POLICE DEPARTMENT,388527,16621709,HARRAH PD,arresting agency
HARRAH POLICE DEPARTMENT,381963,17321360,HARRAH PD,arresting agency
HARRAH POLICE DEPARTMENT,386769,16609455,HARRAH PD,arresting agency
HARRAH POLICE DEPARTMENT,234400,16456243,HARRAH PD,arresting agency
HARRAH POLICE DEPARTMENT,381907,16953454,HARRAH PD,arresting agency
HARRAH POLICE DEPARTMENT,318666,17722717,HARRAH PD,arresting agency
HARRAH POLICE DEPARTMENT,409469,17709883,HARRAH PD,arresting agency
HARRAH POLICE DEPARTMENT,371630,16451533,HARRAH PD,arresting agency
HARRAH POLICE DEPARTMENT,370424,16429426,HARRAH PD,arresting agency
HARRAH POLICE DEPARTMENT,292871,16795932,HARRAH PD,arresting agency
HARRAH POLICE DEPARTMENT,311891,15934204,HARRAH PD,arresting agency
HARRAH POLICE DEPARTMENT,408069,17689557,HARRAH PD,arresting agency
HARRAH POLICE DEPARTMENT,407298,17674983,HARRAH PD,arresting agency
HARRAH POLICE DEPARTMENT,313667,17702947,HARRAH PD,arresting agency
HARRAH POLICE DEPARTMENT,403316,16772375,HARRAH PD,arresting agency
HARRAH POLICE DEPARTMENT,229000,15886453,HARRAH PD,arresting agency
HARRAH POLICE DEPARTMENT,327028,17639695,HARRAH PD,arresting agency
HARRAH POLICE DEPARTMENT,404473,16789308,HARRAH PD,arresting agency
HARRAH POLICE DEPARTMENT,315944,17710563,HARRAH PD,arresting agency
HARRAH POLICE DEPARTMENT,371988,16456256,HARRAH PD,arresting agency
HARRAH POLICE DEPARTMENT,264638,17616458,HARRAH PD,arresting agency
HARRAH POLICE DEPARTMENT,297555,17036464,HARRAH PD,arresting agency
HARRAH POLICE DEPARTMENT,253898,16820970,HARRAH PD,arresting agency
HARRAH POLICE DEPARTMENT,253170,16772296,HARRAH PD,arresting agency
HARRAH POLICE DEPARTMENT,407373,16509641,HARRAH PD,arresting agency
HARRAH POLICE DEPARTMENT,371990,16456248,HARRAH PD,arresting agency
HARRAH POLICE DEPARTMENT,256806,16944752,HARRAH PD,arresting agency
HARRAH POLICE DEPARTMENT,390577,17047269,HARRAH PD,arresting agency
HARRAH POLICE DEPARTMENT,337538,17565629,HARRAH PD,arresting agency
HARRAH POLICE DEPARTMENT,379731,17317322,HARRAH PD,arresting agency
HARRAH POLICE DEPARTMENT,371421,16852873,HARRAH PD,arresting agency
HARRAH POLICE DEPARTMENT,273742,17047117,HARRAH PD,arresting agency
HARRAH POLICE DEPARTMENT,244370,16478442,HARRAH PD,arresting agency
HARRAH POLICE DEPARTMENT,321026,16863301,HARRAH PD,arresting agency
HARRAH POLICE DEPARTMENT,286225,16671002,HARRAH PD,arresting agency
HARRAH POLICE DEPARTMENT,319366,17724638,HARRAH PD,arresting agency
HARRAH POLICE DEPARTMENT,439482,15932961,HARRAH PD,arresting agency
HARRAH POLICE DEPARTMENT,245204,17030257,HARRAH PD,arresting agency
HARRAH POLICE DEPARTMENT,250492,17007714,HARRAH PD,arresting agency
HARRAH POLICE DEPARTMENT,448302,16548420,HARRAH PD,arresting agency
HARRAH POLICE DEPARTMENT,406295,16819937,HARRAH PD,arresting agency
HARRAH POLICE DEPARTMENT,315753,17709512,HARRAH PD,arresting agency
HARRAH POLICE DEPARTMENT,440493,17055740,HARRAH PD,arresting agency
HARRAH POLICE DEPARTMENT,396975,17557483,HARRAH PD,arresting agency
HARRAH POLICE DEPARTMENT,249214,17038196,HARRAH PD,arresting agency
HARRAH POLICE DEPARTMENT,379704,17316141,HARRAH PD,arresting agency
HARRAH POLICE DEPARTMENT,238477,15934977,HARRAH PD,arresting agency
HARRAH POLICE DEPARTMENT,426430,16548951,HARRAH PD,arresting agency
HARRAH POLICE DEPARTMENT,289239,16790042,HARRAH PD,arresting agency
HARRAH POLICE DEPARTMENT,450890,16886576,HARRAH PD,arresting agency
HARRAH POLICE DEPARTMENT,400825,17611865,HARRAH PD,arresting agency
HARRAH POLICE DEPARTMENT,239149,16597462,HARRAH PD,arresting agency
HARRAH POLICE DEPARTMENT,328773,17767048,HARRAH PD,arresting agency
HARRAH POLICE DEPARTMENT,317652,17718763,HARRAH PD,arresting agency
HARRAH POLICE DEPARTMENT,315943,17710514,HARRAH PD,arresting agency
HARRAH POLICE DEPARTMENT,266307,16849469,HARRAH PD,arresting agency
HARRAH POLICE DEPARTMENT,407276,17675742,HARRAH PD,arresting agency
HARRAH POLICE DEPARTMENT,265493,17618607,HARRAH PD,arresting agency
HARRAH POLICE DEPARTMENT,273776,17047255,HARRAH PD,arresting agency
HARRAH POLICE DEPARTMENT,273772,17047224,HARRAH PD,arresting agency
HARRAH POLICE DEPARTMENT,379724,17317384,HARRAH PD,arresting agency
HARRAH POLICE DEPARTMENT,312600,15934979,HARRAH PD,arresting agency
HARRAH POLICE DEPARTMENT,257522,17583171,HARRAH PD,arresting agency
HARRAH POLICE DEPARTMENT,411473,17739664,HARRAH PD,arresting agency
HARRAH POLICE DEPARTMENT,293270,15932967,HARRAH PD,arresting agency
HARRAH POLICE DEPARTMENT,408284,17693687,HARRAH PD,arresting agency
HARRAH POLICE DEPARTMENT,424889,16402640,HARRAH PD,arresting agency
HARRAH POLICE DEPARTMENT,263676,15920860,HARRAH PD,arresting agency
HARRAH POLICE DEPARTMENT,397899,17570153,HARRAH PD,arresting agency
HARRAH POLICE DEPARTMENT,310845,17690811,HARRAH PD,arresting agency
HARRAH POLICE DEPARTMENT,379773,17316168,HARRAH PD,arresting agency
HARRAH POLICE DEPARTMENT,247926,17036487,HARRAH PD,arresting agency
HARRAH POLICE DEPARTMENT,310814,17690498,HARRAH PD,arresting agency
HARRAH POLICE DEPARTMENT,435856,16944759,HARRAH PD,arresting agency
HARRAH POLICE DEPARTMENT,374731,17317415,HARRAH PD,arresting agency
OTHER,316809,2963075,"HARRIS,  MYRA  L AN INDIVIDUAL",arresting agency
OKLAHOMA HIGHWAY PATROL,266983,16235790,HIGHWAY PATROL,arresting agency
OKLAHOMA HIGHWAY PATROL,442060,16173289,HIGHWAY PATROL,arresting agency
OKLAHOMA HIGHWAY PATROL,349369,16173631,HIGHWAY PATROL,arresting agency
OKLAHOMA HIGHWAY PATROL,262349,16160166,HIGHWAY PATROL,arresting agency
OTHER,431654,18070637,"HOLLENBECK,  HAROLD  VINCENT  JR",arresting agency
DEPARTMENT OF HOMELAND SECURITY,277470,17631245,HOMELAND SECURITY,arresting agency
HARRAH POLICE DEPARTMENT,457574,296107,Harrah Police Department,arresting agency
IMMIGRATION AND CUSTOMS ENFORCEMENT,299851,15299967,ICE,arresting agency
JONES POLICE DEPARTMENT,300238,16818161,JONES PD,arresting agency
JONES POLICE DEPARTMENT,264049,17612864,JONES PD,arresting agency
JONES POLICE DEPARTMENT,393511,16910932,JONES PD,arresting agency
JONES POLICE DEPARTMENT,234006,17281817,JONES PD,arresting agency
JONES POLICE DEPARTMENT,317310,17716374,JONES PD,arresting agency
JONES POLICE DEPARTMENT,243074,17018004,JONES PD,arresting agency
JONES POLICE DEPARTMENT,407328,17675425,JONES PD,arresting agency
JONES POLICE DEPARTMENT,412080,17751691,JONES PD,arresting agency
JONES POLICE DEPARTMENT,305988,17681508,JONES PD,arresting agency
JONES POLICE DEPARTMENT,281419,17642592,JONES PD,arresting agency
JONES POLICE DEPARTMENT,429162,17017975,JONES PD,arresting agency
JONES POLICE DEPARTMENT,270727,16008578,JONES PD,arresting agency
JONES POLICE DEPARTMENT,283444,17650545,JONES PD,arresting agency
JONES POLICE DEPARTMENT,415518,16015057,JONES PD,arresting agency
JONES POLICE DEPARTMENT,374591,16888600,JONES PD,arresting agency
JONES POLICE DEPARTMENT,249919,17039653,JONES PD,arresting agency
JONES POLICE DEPARTMENT,253566,16793704,JONES PD,arresting agency
JONES POLICE DEPARTMENT,380081,16890458,JONES PD,arresting agency
JONES POLICE DEPARTMENT,387533,17017983,JONES PD,arresting agency
JONES POLICE DEPARTMENT,425346,16410484,JONES PD,arresting agency
JONES POLICE DEPARTMENT,292835,16795584,JONES PD,arresting agency
JONES POLICE DEPARTMENT,292727,17029455,JONES PD,arresting agency
JONES POLICE DEPARTMENT,292696,16506567,JONES PD,arresting agency
JONES POLICE DEPARTMENT,314680,17706365,JONES PD,arresting agency
JONES POLICE DEPARTMENT,251692,17041909,JONES PD,arresting agency
JONES POLICE DEPARTMENT,327140,17553575,JONES PD,arresting agency
JONES POLICE DEPARTMENT,292357,16568397,JONES PD,arresting agency
JONES POLICE DEPARTMENT,312078,16002955,JONES PD,arresting agency
JONES POLICE DEPARTMENT,405388,16801155,JONES PD,arresting agency
JONES POLICE DEPARTMENT,249774,17690855,JONES PD,arresting agency
JONES POLICE DEPARTMENT,323045,17741302,JONES PD,arresting agency
JONES POLICE DEPARTMENT,327869,17762189,JONES PD,arresting agency
JONES POLICE DEPARTMENT,253340,17659382,JONES PD,arresting agency
JONES POLICE DEPARTMENT,249708,16778069,JONES PD,arresting agency
JONES POLICE DEPARTMENT,237995,17728841,JONES PD,arresting agency
JONES POLICE DEPARTMENT,388174,17463600,JONES PD,arresting agency
JONES POLICE DEPARTMENT,244922,17466771,JONES PD,arresting agency
JONES POLICE DEPARTMENT,282987,17647110,JONES PD,arresting agency
JONES POLICE DEPARTMENT,401250,17616943,JONES PD,arresting agency
JONES POLICE DEPARTMENT,425531,17007607,JONES PD,arresting agency
JONES POLICE DEPARTMENT,282864,16772493,JONES PD,arresting agency
JONES POLICE DEPARTMENT,310604,17709931,JONES PD,arresting agency
JONES POLICE DEPARTMENT,321030,17732270,JONES PD,arresting agency
JONES POLICE DEPARTMENT,401060,16739975,JONES PD,arresting agency
JONES POLICE DEPARTMENT,284543,16779039,JONES PD,arresting agency
JONES POLICE DEPARTMENT,241272,15985716,JONES PD,arresting agency
JONES POLICE DEPARTMENT,250735,17395882,JONES PD,arresting agency
JONES POLICE DEPARTMENT,240355,16818145,JONES PD,arresting agency
JONES POLICE DEPARTMENT,445591,16921206,JONES PD,arresting agency
JONES POLICE DEPARTMENT,409084,17705476,JONES PD,arresting agency
JONES POLICE DEPARTMENT,347542,15961188,JONES PD,arresting agency
JONES POLICE DEPARTMENT,249568,15984261,JONES PD,arresting agency
JONES POLICE DEPARTMENT,276208,17625460,JONES PD,arresting agency
JONES POLICE DEPARTMENT,250086,15972319,JONES PD,arresting agency
JONES POLICE DEPARTMENT,299845,17038271,JONES PD,arresting agency
JONES POLICE DEPARTMENT,235236,16881347,JONES PD,arresting agency
JONES POLICE DEPARTMENT,358711,16870566,JONES PD,arresting agency
JONES POLICE DEPARTMENT,394053,17081472,JONES PD,arresting agency
JONES POLICE DEPARTMENT,310172,17592663,JONES PD,arresting agency
JONES POLICE DEPARTMENT,409610,17712750,JONES PD,arresting agency
JONES POLICE DEPARTMENT,229002,15921332,JONES PD,arresting agency
JONES POLICE DEPARTMENT,393847,16509732,JONES PD,arresting agency
JONES POLICE DEPARTMENT,381882,16554783,JONES PD,arresting agency
JONES POLICE DEPARTMENT,277227,17630275,JONES PD,arresting agency
JONES POLICE DEPARTMENT,376075,16881406,JONES PD,arresting agency
JONES POLICE DEPARTMENT,307970,16432796,JONES PD,arresting agency
JONES POLICE DEPARTMENT,235985,16487862,JONES PD,arresting agency
JONES POLICE DEPARTMENT,313106,17093462,JONES PD,arresting agency
JONES POLICE DEPARTMENT,444900,17576460,JONES PD,arresting agency
JONES POLICE DEPARTMENT,277481,17631889,JONES PD,arresting agency
JONES POLICE DEPARTMENT,407320,17673555,JONES PD,arresting agency
JONES POLICE DEPARTMENT,251011,17693607,JONES PD,arresting agency
OTHER,331418,18486701,"LEWIS,  SHARIKA  S",arresting agency
LUTHER POLICE DEPARTMENT,342019,17629579,LUTHER PD,arresting agency
LUTHER POLICE DEPARTMENT,300043,16598149,LUTHER PD,arresting agency
LUTHER POLICE DEPARTMENT,384805,16988935,LUTHER PD,arresting agency
LUTHER POLICE DEPARTMENT,251380,16557390,LUTHER PD,arresting agency
LUTHER POLICE DEPARTMENT,239409,17057422,LUTHER PD,arresting agency
LUTHER POLICE DEPARTMENT,403453,17649694,LUTHER PD,arresting agency
LUTHER POLICE DEPARTMENT,228723,16053370,LUTHER PD,arresting agency
LUTHER POLICE DEPARTMENT,378940,16925378,LUTHER PD,arresting agency
LUTHER POLICE DEPARTMENT,234042,17281841,LUTHER PD,arresting agency
LUTHER POLICE DEPARTMENT,282275,17645804,LUTHER PD,arresting agency
LUTHER POLICE DEPARTMENT,245929,17469340,LUTHER PD,arresting agency
LUTHER POLICE DEPARTMENT,289797,17078628,LUTHER PD,arresting agency
LUTHER POLICE DEPARTMENT,383029,16967503,LUTHER PD,arresting agency
LUTHER POLICE DEPARTMENT,450171,17392857,LUTHER PD,arresting agency
LUTHER POLICE DEPARTMENT,298710,16961740,LUTHER PD,arresting agency
LUTHER POLICE DEPARTMENT,311911,16801481,LUTHER PD,arresting agency
LUTHER POLICE DEPARTMENT,313108,17093484,LUTHER PD,arresting agency
LUTHER POLICE DEPARTMENT,241268,16594906,LUTHER PD,arresting agency
LUTHER POLICE DEPARTMENT,423363,16337678,LUTHER PD,arresting agency
OTHER,416386,7570111,"MARTINEZ,  DAVID",arresting agency
MCLOUD POLICE DEPARTMENT,393117,16046094,MCLOUD PD,arresting agency
MIDWEST CITY POLICE DEPARTMENT,376800,15951835,MIDWEST CITY PD,arresting agency
MIDWEST CITY POLICE DEPARTMENT,229039,15919614,MIDWEST CITY PD,arresting agency
MIDWEST CITY POLICE DEPARTMENT,269249,15917870,MIDWEST CITY PD,arresting agency
MIDWEST CITY POLICE DEPARTMENT,317876,15920802,MIDWEST CITY PD,arresting agency
MIDWEST CITY POLICE DEPARTMENT,315669,15951758,MIDWEST CITY PD,arresting agency
MIDWEST CITY POLICE DEPARTMENT,423058,15949193,MIDWEST CITY PD,arresting agency
MIDWEST CITY POLICE DEPARTMENT,337270,15918032,MIDWEST CITY PD,arresting agency
MIDWEST CITY POLICE DEPARTMENT,333351,15920950,MIDWEST CITY PD,arresting agency
MIDWEST CITY POLICE DEPARTMENT,326857,15948421,MIDWEST CITY PD,arresting agency
MIDWEST CITY POLICE DEPARTMENT,234600,15919483,MIDWEST CITY PD,arresting agency
MIDWEST CITY POLICE DEPARTMENT,233854,15917841,MIDWEST CITY PD,arresting agency
MIDWEST CITY POLICE DEPARTMENT,242339,15920231,MIDWEST CITY PD,arresting agency
MIDWEST CITY POLICE DEPARTMENT,238300,15918586,MIDWEST CITY PD,arresting agency
MIDWEST CITY POLICE DEPARTMENT,351731,15917902,MIDWEST CITY PD,arresting agency
MIDWEST CITY POLICE DEPARTMENT,270052,15950532,MIDWEST CITY PD,arresting agency
MIDWEST CITY POLICE DEPARTMENT,457421,6410434,MIDWEST CITY POLICE DEPARTMENT,arresting agency
MIDWEST CITY POLICE DEPARTMENT,259563,3358610,MIDWEST CITY POLICE DEPT,arresting agency
MIDWEST CITY POLICE DEPARTMENT,458093,15920271,MIDWEST CITY POLICE DEPT,arresting agency
MIDWEST CITY POLICE DEPARTMENT,395034,16682181,MIDWEST CITY POLICE DEPT,arresting agency
MIDWEST CITY POLICE DEPARTMENT,273394,17468366,MIDWESTCITYPD,arresting agency
MOORE POLICE DEPARTMENT,264632,17616263,MOORE PD,arresting agency
MOORE POLICE DEPARTMENT,272115,16453862,MOORE PD,arresting agency
MIDWEST CITY POLICE DEPARTMENT,243004,15996603,MWC,arresting agency
MIDWEST CITY POLICE DEPARTMENT,428454,16080853,MWC  PD,arresting agency
MIDWEST CITY POLICE DEPARTMENT,399877,17138799,MWC PD,arresting agency
MIDWEST CITY POLICE DEPARTMENT,250119,17040859,MWC PD,arresting agency
MIDWEST CITY POLICE DEPARTMENT,296548,17035356,MWC PD,arresting agency
MIDWEST CITY POLICE DEPARTMENT,255272,17051846,MWC PD,arresting agency
MIDWEST CITY POLICE DEPARTMENT,255281,17051965,MWC PD,arresting agency
MIDWEST CITY POLICE DEPARTMENT,235249,16881403,MWC PD,arresting agency
MIDWEST CITY POLICE DEPARTMENT,235240,16881369,MWC PD,arresting agency
MIDWEST CITY POLICE DEPARTMENT,255312,17050701,MWC PD,arresting agency
MIDWEST CITY POLICE DEPARTMENT,432154,16758960,MWC PD,arresting agency
MIDWEST CITY POLICE DEPARTMENT,250001,15934857,MWC PD,arresting agency
MIDWEST CITY POLICE DEPARTMENT,244129,16467440,MWC PD,arresting agency
MIDWEST CITY POLICE DEPARTMENT,240866,16889989,MWC PD,arresting agency
MIDWEST CITY POLICE DEPARTMENT,244251,15920342,MWC PD,arresting agency
MIDWEST CITY POLICE DEPARTMENT,255362,15939370,MWC PD,arresting agency
MIDWEST CITY POLICE DEPARTMENT,283628,16776350,MWC PD,arresting agency
MIDWEST CITY POLICE DEPARTMENT,245509,16626047,MWC PD,arresting agency
MIDWEST CITY POLICE DEPARTMENT,406088,16816456,MWC PD,arresting agency
MIDWEST CITY POLICE DEPARTMENT,229689,16410549,MWC PD,arresting agency
MIDWEST CITY POLICE DEPARTMENT,450282,16481450,MWC PD,arresting agency
MIDWEST CITY POLICE DEPARTMENT,273517,16626011,MWC PD,arresting agency
MIDWEST CITY POLICE DEPARTMENT,235079,16881252,MWC PD,arresting agency
MIDWEST CITY POLICE DEPARTMENT,255707,17052759,MWC PD,arresting agency
MIDWEST CITY POLICE DEPARTMENT,445832,16840144,MWC PD,arresting agency
MIDWEST CITY POLICE DEPARTMENT,255719,17052445,MWC PD,arresting agency
MIDWEST CITY POLICE DEPARTMENT,255859,16647785,MWC PD,arresting agency
MIDWEST CITY POLICE DEPARTMENT,320962,16863296,MWC PD,arresting agency
MIDWEST CITY POLICE DEPARTMENT,244336,16477552,MWC PD,arresting agency
MIDWEST CITY POLICE DEPARTMENT,347246,16463727,MWC PD,arresting agency
MIDWEST CITY POLICE DEPARTMENT,282750,16772190,MWC PD,arresting agency
MIDWEST CITY POLICE DEPARTMENT,423110,17002096,MWC PD,arresting agency
MIDWEST CITY POLICE DEPARTMENT,299131,16988775,MWC PD,arresting agency
MIDWEST CITY POLICE DEPARTMENT,445300,16929799,MWC PD,arresting agency
MIDWEST CITY POLICE DEPARTMENT,231011,16432819,MWC PD,arresting agency
MIDWEST CITY POLICE DEPARTMENT,299496,17083326,MWC PD,arresting agency
MIDWEST CITY POLICE DEPARTMENT,320043,16693485,MWC PD,arresting agency
MIDWEST CITY POLICE DEPARTMENT,246763,16548946,MWC PD,arresting agency
MIDWEST CITY POLICE DEPARTMENT,357392,16467051,MWC PD,arresting agency
MIDWEST CITY POLICE DEPARTMENT,358640,16870735,MWC PD,arresting agency
MIDWEST CITY POLICE DEPARTMENT,273260,17029288,MWC PD,arresting agency
MIDWEST CITY POLICE DEPARTMENT,358779,16870309,MWC PD,arresting agency
MIDWEST CITY POLICE DEPARTMENT,411882,16565579,MWC PD,arresting agency
MIDWEST CITY POLICE DEPARTMENT,360033,16472087,MWC PD,arresting agency
MIDWEST CITY POLICE DEPARTMENT,300369,17085253,MWC PD,arresting agency
MIDWEST CITY POLICE DEPARTMENT,300373,17085269,MWC PD,arresting agency
MIDWEST CITY POLICE DEPARTMENT,393688,16670997,MWC PD,arresting agency
MIDWEST CITY POLICE DEPARTMENT,388371,16621655,MWC PD,arresting agency
MIDWEST CITY POLICE DEPARTMENT,361650,15922634,MWC PD,arresting agency
MIDWEST CITY POLICE DEPARTMENT,376666,16484685,MWC PD,arresting agency
MIDWEST CITY POLICE DEPARTMENT,281802,17071248,MWC PD,arresting agency
MIDWEST CITY POLICE DEPARTMENT,249391,16598096,MWC PD,arresting agency
MIDWEST CITY POLICE DEPARTMENT,393514,16910961,MWC PD,arresting agency
MIDWEST CITY POLICE DEPARTMENT,242999,16407179,MWC PD,arresting agency
MIDWEST CITY POLICE DEPARTMENT,242149,17010794,MWC PD,arresting agency
MIDWEST CITY POLICE DEPARTMENT,417622,16881302,MWC PD,arresting agency
MIDWEST CITY POLICE DEPARTMENT,381389,16549163,MWC PD,arresting agency
MIDWEST CITY POLICE DEPARTMENT,393465,16911292,MWC PD,arresting agency
MIDWEST CITY POLICE DEPARTMENT,245796,16930428,MWC PD,arresting agency
